transaction_id,Date,sender_id,receiver_id,Amount,Transaction Type,Category
e22b5a7a,2021-08-18,abc123,9413-42e6,200.3,expense,Restaurants
56a45eca,2021-08-18,b5a2-46c6,abc123,3346.84,income,Stocks
e8efcfa7,2021-08-18,abc123,e4f0-4d2b,1.75,expense,Restaurants
3a2d992c,2021-08-18,abc123,cc52-4237,180.7,expense,Groceries
ff974ba6,2021-08-18,f20c-487e,abc123,1.75,income,Stocks
476a0bab,2021-08-18,abc123,a7b5-4016,181.07,expense,Restaurants
a9573699,2021-08-18,abc123,b2d7-4378,157.66,expense,Restaurants
0ff29ac6,2021-08-18,abc123,1c07-431e,190.91,expense,Groceries
1da10336,2021-08-18,abc123,2175-4412,1.75,expense,Restaurants
4a6b7293,2021-08-18,abc123,98c4-4c9f,196.79,expense,Movies & DVDs
02369fa8,2021-08-18,abc123,5597-45bc,82.51,expense,Gas & Fuel
b8fb43e3,2021-08-18,abc123,4e60-4961,41.69,expense,Groceries
4a1a3eb7,2021-08-18,abc123,5917-4f86,161.85,expense,Alcohol & Bars
c24bb4d7,2021-08-18,abc123,ff86-4c9c,103.97,expense,Gas & Fuel
5e0d49d3,2021-08-18,abc123,1cb4-4434,457.84,expense,Gas & Fuel
160ffc3d,2021-08-18,e7b9-4541,abc123,850.5,income,Paycheck
52f72ff9,2021-08-18,abc123,7219-4f88,149.46,expense,Mortgage & Rent
8a0a7510,2021-08-18,abc123,35de-47bc,2120.85,expense,Mortgage & Rent
37a78efd,2021-08-18,abc123,0af5-4d69,166.81,expense,Utilities
a3e42be8,2021-08-19,5e56-4a16,abc123,2224.14,income,Paycheck
fbaa4b54,2021-08-19,abc123,66fb-4749,53.47,expense,Restaurants
a8dd8275,2021-08-19,abc123,3b46-4849,23.76,expense,Coffee Shops
78f9a762,2021-08-19,abc123,8ee0-457f,177.62,expense,Movies & DVDs
c7796d80,2021-08-19,abc123,5ff3-46d5,178.26,expense,Electronics & Software
a852779a,2021-08-21,abc123,7300-4370,109.79,expense,Paycheck
ff77ad24,2021-08-21,9873-407e,abc123,2994.89,income,Paycheck
4a0c0676,2021-08-21,abc123,52f3-4b85,1.75,expense,Coffee Shops
392d5dc3,2021-08-21,64b0-46c1,abc123,3321.19,income,Paycheck
c359dc9d,2021-08-21,abc123,ea3e-4ccb,34.6,expense,Groceries
15db522f,2021-08-21,abc123,82dc-460e,182.54,expense,Mortgage & Rent
745ecfce,2021-08-21,1ba0-4e9a,abc123,340.43,income,Paycheck
597a8a68,2021-08-21,abc123,73c7-4e33,171.1,expense,Utilities
d907cbf5,2021-08-21,abc123,4646-4a58,1.75,expense,Shopping
c18eabf2,2021-08-21,abc123,c8c2-4e37,157.67,expense,Restaurants
6ab8675e,2021-08-21,abc123,1a9b-49b4,155.54,expense,Gas & Fuel
2315571e,2021-08-21,abc123,f375-46d6,105.3,expense,Internet
6da8eb80,2021-08-22,abc123,2783-4b91,133.12,expense,Groceries
d1bce0b2,2021-08-22,abc123,cdbe-4349,1.75,expense,Shopping
a51b460e,2021-08-22,abc123,550b-47ce,122.97,expense,Coffee Shops
8a8e260d,2021-08-22,abc123,71a7-47ed,7.75,expense,Alcohol & Bars
fb498f7e,2021-08-22,abc123,997b-4acb,199.95,expense,Paycheck
ede4975c,2021-08-22,abc123,ea44-4aee,1.75,expense,Home Improvement
1ef00dce,2021-08-22,abc123,19f9-4f87,193.2,expense,Alcohol & Bars
48438e72,2021-08-22,abc123,c4fc-4c80,179.46,expense,Restaurants
576bd7ce,2021-08-22,abc123,39b5-42f3,1.75,expense,Restaurants
5ed71697,2021-08-22,abc123,b38e-4196,175.59,expense,Shopping
88c35fb9,2021-08-22,abc123,afe2-46cd,951.73,expense,Coffee Shops
9f3b8d59,2021-08-22,abc123,e9a1-4178,1.75,expense,Alcohol & Bars
0f7ec6bd,2021-08-22,abc123,aa88-41f1,179.76,expense,Utilities
1bbfcf3a,2021-08-22,abc123,cf29-438e,84.44,expense,Restaurants
06c28cda,2021-08-22,abc123,f246-4fed,1.75,expense,Coffee Shops
2ceedd01,2021-08-22,abc123,35b0-4367,133.49,expense,Mobile Phone
0e93222e,2021-08-22,abc123,ceb9-4998,180.96,expense,Restaurants
2354c7cd,2021-08-22,abc123,bbc9-4817,1.75,expense,Utilities
90bf287b,2021-08-22,abc123,ce40-4ea3,1.75,expense,Shopping
4b5fc664,2021-08-22,abc123,0b99-4a3a,1.75,expense,Fast Food
44a5708a,2021-08-22,abc123,fd87-4692,189.36,expense,Gas & Fuel
331697e4,2021-08-23,abc123,f3c0-47e8,187.0,expense,Television
9de6d7d7,2021-08-23,abc123,b4c6-4f08,1.75,expense,Gas & Fuel
00d36a13,2021-08-23,cac2-439c,abc123,495.48,income,Mutual Funds
98e0c211,2021-08-23,abc123,20c4-408e,169.4,expense,Paycheck
46afc2ba,2021-08-23,c49a-4424,abc123,1484.09,income,Paycheck
cfe35682,2021-08-23,abc123,ef07-41e1,1.75,expense,Shopping
0c47de0c,2021-08-23,abc123,9265-49ed,149.84,expense,Gas & Fuel
8dae39ee,2021-08-23,abc123,a3d8-45b8,42.5,expense,Groceries
22e35f6a,2021-08-23,abc123,9db9-424c,1490.28,expense,Coffee Shops
e408dfbe,2021-08-23,abc123,449b-4430,828.96,expense,Home Improvement
e42f230b,2021-08-23,abc123,a355-4359,38.07,expense,Alcohol & Bars
0b44da87,2021-08-23,abc123,8e4b-49c1,1.75,expense,Restaurants
32aabcc8,2021-08-23,abc123,606c-41b5,198.68,expense,Music
3ff91596,2021-08-23,abc123,4731-4762,190.91,expense,Coffee Shops
735852b0,2021-08-23,abc123,2eb5-4c3c,1976.26,expense,Mortgage & Rent
ac072f71,2021-08-23,abc123,a9f6-44b8,31.92,expense,Mobile Phone
1d4845d8,2021-08-23,abc123,c773-48ad,193.21,expense,Entertainment
073ef26e,2021-08-23,abc123,4c67-4fb1,1.75,expense,Mobile Phone
969dfc18,2021-08-23,3f47-4aeb,abc123,2217.14,income,Paycheck
25e87761,2021-08-23,e6b4-4b4b,abc123,199.49,income,Paycheck
c15474af,2021-08-23,abc123,912b-44a4,102.83,expense,Home Improvement
6406180c,2021-08-23,abc123,0f54-42a2,41.19,expense,Gas & Fuel
7be9c313,2021-08-23,abc123,fde3-44b6,1032.62,expense,Paycheck
702aabb1,2021-08-24,493e-46e6,abc123,928.94,income,Paycheck
d2be2b4e,2021-08-24,abc123,6ccc-4be6,1.75,expense,Utilities
29acdeff,2021-08-24,abc123,6edc-4137,147.95,expense,Shopping
698f11ae,2021-08-24,ebea-463b,abc123,3046.21,income,Mutual Funds
8f14a902,2021-08-24,abc123,0c1c-4685,1.75,expense,Paycheck
639c5a74,2021-08-24,abc123,0f71-4fe0,851.06,expense,Fast Food
bd32541b,2021-08-24,abc123,b353-43ae,1.75,expense,Gas & Fuel
de38a218,2021-08-24,abc123,2a61-4e4f,200.27,expense,Fast Food
1b1ec46e,2021-08-24,abc123,3258-40ca,186.43,expense,Groceries
842b9a63,2021-08-24,abc123,9a7d-455c,11.42,expense,Haircut
de1d68a6,2021-08-24,abc123,04b1-4548,97.07,expense,Utilities
dc75928a,2021-08-24,abc123,87e1-4453,200.58,expense,Utilities
44db1ef6,2021-08-24,abc123,6144-413d,51.84,expense,Restaurants
45acc408,2021-08-24,abc123,9af7-497c,1.75,expense,Food & Dining
dfc327bc,2021-08-24,abc123,8ec8-4160,1.75,expense,Gas & Fuel
0fca1a3c,2021-08-24,abc123,6224-4c9f,2050.67,expense,Food & Dining
a1dac092,2021-08-24,abc123,8812-4bdf,1.75,expense,Groceries
967db346,2021-08-24,4d93-4f76,abc123,639.18,income,Paycheck
085afb34,2021-08-24,abc123,0d26-48f5,199.62,expense,Alcohol & Bars
b362a231,2021-08-24,abc123,97b7-4516,187.37,expense,Mobile Phone
235a5453,2021-08-24,760d-4eae,abc123,2236.1,income,Stocks
1be22151,2021-08-24,abc123,ce70-4c48,212.32,expense,Mortgage & Rent
f38b7f0e,2021-08-24,abc123,a052-46b5,1.75,expense,Restaurants
eec4755c,2021-08-24,b311-444c,abc123,1715.94,income,Mutual Funds
33c1bc0d,2021-08-24,db75-4073,abc123,2043.96,income,Paycheck
485dfcb7,2021-08-25,abc123,e632-4a32,185.98,expense,Coffee Shops
fb544f1b,2021-08-25,abc123,4100-49e6,187.95,expense,Groceries
63afd21c,2021-08-25,abc123,b9f8-4390,133.32,expense,Television
86d3a759,2021-08-25,abc123,ed1c-4773,1.75,expense,Restaurants
7269541b,2021-08-25,abc123,5fcb-4621,146.39,expense,Home Improvement
77d2cc5f,2021-08-25,abc123,e956-4dda,199.73,expense,Alcohol & Bars
dd6f1c4f,2021-08-25,6a8a-4246,abc123,982.36,income,Mutual Funds
7bf92171,2021-08-25,abc123,3a1f-401d,198.77,expense,Restaurants
1390b6f5,2021-08-25,0014-4bdc,abc123,7.85,income,Utilities
e1b2dd5a,2021-08-25,564e-4b60,abc123,2913.92,income,Paycheck
8763d28d,2021-08-25,abc123,772d-4846,2215.11,expense,Auto Insurance
0b084f63,2021-08-25,abc123,5891-4502,103.17,expense,Restaurants
07374353,2021-08-25,abc123,af39-4615,101.42,expense,Alcohol & Bars
d0e09d9c,2021-08-25,abc123,4213-48a6,68.65,expense,Coffee Shops
3d3feb0a,2021-08-25,18db-4dac,abc123,972.24,income,Mutual Funds
2b0cbb3c,2021-08-25,abc123,dc38-4383,151.6,expense,Haircut
8ae6f66d,2021-08-25,abc123,ea41-4aed,1.75,expense,Paycheck
47cab57c,2021-08-25,abc123,c6a6-4908,1.75,expense,Movies & DVDs
02d61ef5,2021-08-25,abc123,fd87-4777,1.75,expense,Coffee Shops
7cad9974,2021-08-25,abc123,db5e-4ff4,1.75,expense,Groceries
92762f25,2021-08-25,2bd1-4bb8,abc123,1.75,income,Paycheck
4e551d67,2021-08-25,abc123,436e-4adb,1.75,expense,Gas & Fuel
77862ff3,2021-08-25,abc123,f380-4682,1.75,expense,Alcohol & Bars
d515e10e,2021-08-25,abc123,ad5b-4dc6,155.51,expense,Alcohol & Bars
09e10a4f,2021-08-26,abc123,dcf3-4d85,1.75,expense,Utilities
1d39b8a6,2021-08-26,abc123,2f23-4149,172.5,expense,Groceries
48d897ca,2021-08-26,abc123,4018-4430,1823.01,expense,Coffee Shops
98c0552c,2021-08-26,abc123,9ec8-401f,1.75,expense,Home Improvement
554a0d4e,2021-08-26,abc123,4ed3-4ebe,1.75,expense,Shopping
6054310a,2021-08-26,abc123,f791-4a6d,1.75,expense,Alcohol & Bars
0af49329,2021-08-26,abc123,7d7b-4c0b,1.75,expense,Restaurants
3cd6877d,2021-08-26,abc123,58f5-4853,176.61,expense,Home Improvement
834a9da3,2021-08-26,abc123,be33-47af,1.75,expense,Movies & DVDs
53c8295e,2021-08-26,abc123,1233-4867,1.75,expense,Groceries
d292e79e,2021-08-26,abc123,8d15-4392,200.22,expense,Internet
faa02de4,2021-08-26,abc123,ba37-4ef5,1.75,expense,Music
8b35ebe5,2021-08-28,bd07-4b97,abc123,857.25,income,Stocks
fe3def0b,2021-08-28,abc123,2644-4f07,88.94,expense,Utilities
d0bcf322,2021-08-28,6074-46be,abc123,3363.21,income,Paycheck
bd65ecda,2021-08-28,abc123,1c16-478c,1.75,expense,Restaurants
440b96d7,2021-08-28,abc123,7ef7-4187,1.75,expense,Coffee Shops
aec7ac80,2021-08-28,abc123,6bda-4c97,200.57,expense,Music
00512c85,2021-08-28,abc123,df6d-4a93,1.75,expense,Gas & Fuel
abf36be7,2021-08-28,abc123,a462-4869,138.68,expense,Groceries
39530828,2021-08-28,3338-40a9,abc123,2189.57,income,Coffee Shops
89708aa6,2021-08-28,abc123,59f0-4bea,53.73,expense,Electronics & Software
b5602813,2021-08-28,abc123,7c73-4208,101.58,expense,Shopping
34f0623c,2021-08-28,abc123,2206-4196,130.99,expense,Groceries
af683570,2021-08-28,abc123,199e-479c,198.79,expense,Home Improvement
be58ba02,2021-08-28,abc123,8a81-4189,145.99,expense,Home Improvement
59c16ea8,2021-08-28,abc123,6d2e-4bac,193.34,expense,Restaurants
2ebf94f8,2021-08-28,abc123,0a90-43db,1.75,expense,Groceries
563309d5,2021-08-28,abc123,7185-42e1,164.15,expense,Internet
a044a0df,2021-08-28,abc123,af1d-4e8c,168.4,expense,Entertainment
c878d341,2021-08-28,abc123,03a7-470d,110.03,expense,Shopping
e79d2272,2021-08-28,abc123,89ac-468d,1.75,expense,Restaurants
89fd7691,2021-08-28,abc123,8f1a-49ec,1.75,expense,Gas & Fuel
052d75bc,2021-08-28,abc123,8939-4841,1.75,expense,Fast Food
82776aa2,2021-08-28,abc123,a51d-4608,189.1,expense,Alcohol & Bars
c1388d2a,2021-08-29,7916-4e2f,abc123,1509.55,income,Mutual Funds
b370148c,2021-08-29,abc123,f66b-41d7,190.25,expense,Restaurants
f3fc0516,2021-08-29,abc123,7ee1-4593,119.75,expense,Mortgage & Rent
c87c8c48,2021-08-29,abc123,bade-439f,52.15,expense,Restaurants
1fdd9825,2021-08-29,abc123,0edd-460c,1.75,expense,Gas & Fuel
cda8211a,2021-08-29,abc123,a74c-4d5c,172.92,expense,Restaurants
dfd587e9,2021-08-29,abc123,b0ba-4878,111.92,expense,Utilities
7b77541f,2021-08-29,abc123,032b-4706,29.43,expense,Restaurants
329b5c58,2021-08-29,abc123,2fdb-458c,1.75,expense,Restaurants
ddcc628a,2021-08-29,abc123,5ac3-4e3d,1.75,expense,Movies & DVDs
4476bc25,2021-08-29,abc123,f6e1-46dc,179.4,expense,Restaurants
58b061b6,2021-09-01,abc123,52b7-48cb,197.09,expense,Fast Food
502b5524,2021-09-01,56c6-4d1d,abc123,2975.88,income,Paycheck
9689c761,2021-09-01,abc123,a65b-4f70,1.75,expense,Mobile Phone
ef375b4f,2021-09-01,abc123,be4a-4fb4,1.75,expense,Restaurants
09b1d02a,2021-09-01,abc123,829b-4d6f,169.18,expense,Restaurants
abec207c,2021-09-01,abc123,fe1a-4fc0,1.75,expense,Music
0b9920e2,2021-09-01,abc123,d8e0-4b1e,198.68,expense,Gas & Fuel
2dce3a18,2021-09-01,abc123,65aa-4bce,73.73,expense,Auto Insurance
a8fe07e5,2021-09-01,abc123,0b83-4639,176.78,expense,Utilities
e0551acc,2021-09-01,df72-40f5,abc123,3348.2,income,Paycheck
4a97509c,2021-09-01,5c46-4fff,abc123,1001.43,income,Paycheck
abcb0cf1,2021-09-01,abc123,782f-4bca,197.58,expense,Entertainment
ac823bef,2021-09-01,abc123,34a9-47ba,57.41,expense,Coffee Shops
826a213b,2021-09-01,d297-40f5,abc123,3046.4,income,Movies & DVDs
0497490e,2021-09-01,abc123,af68-416a,197.44,expense,Utilities
f4cee117,2021-09-01,abc123,361e-4b5a,1.75,expense,Restaurants
51821c86,2021-09-01,abc123,7ec3-408c,1.75,expense,Restaurants
e62f0b2d,2021-09-01,abc123,4b21-4a30,54.54,expense,Utilities
10e1ca42,2021-09-01,abc123,85b2-44f8,1.75,expense,Gas & Fuel
a3658125,2021-09-01,abc123,2858-4aa3,116.31,expense,Movies & DVDs
8bfcf9ac,2021-09-01,1ce4-4988,abc123,2175.55,income,Paycheck
36c0a577,2021-09-01,abc123,31ab-4e6c,1.75,expense,Groceries
2580c8c0,2021-09-01,abc123,1647-41ad,199.41,expense,Gas & Fuel
3db67b82,2021-09-01,abc123,824f-4956,148.3,expense,Groceries
ae8f45b1,2021-09-02,f0c9-4cc3,abc123,1390.12,income,Mutual Funds
544fb517,2021-09-02,abc123,ce06-4a7a,165.15,expense,Restaurants
957a8cd4,2021-09-02,abc123,6a7a-4c13,188.83,expense,Music
cff21bca,2021-09-02,516a-4801,abc123,213.64,income,Stocks
db876140,2021-09-02,abc123,3b36-47f8,176.52,expense,Electronics & Software
e3a4e5c0,2021-09-02,abc123,b19b-432f,199.17,expense,Shopping
4291bba0,2021-09-02,abc123,002a-4c8d,79.39,expense,Restaurants
e1071618,2021-09-02,abc123,9ab8-441e,184.45,expense,Coffee Shops
1552770e,2021-09-02,619b-4d68,abc123,1.75,income,Paycheck
3bb16cfa,2021-09-02,abc123,f44c-4548,196.63,expense,Fast Food
d01fda13,2021-09-02,abc123,6d0e-43e5,108.31,expense,Coffee Shops
5fba41cd,2021-09-02,abc123,2f95-4637,182.59,expense,Movies & DVDs
afe840ab,2021-09-02,abc123,db80-4f75,145.92,expense,Shopping
b048ddc9,2021-09-02,abc123,78fb-4fdc,179.09,expense,Groceries
18d09e60,2021-09-02,abc123,0196-4a26,42.83,expense,Utilities
a5147bbb,2021-09-02,abc123,e1ec-41d7,151.22,expense,Music
bd60d83a,2021-09-02,abc123,6759-4400,174.05,expense,Music
6e891845,2021-09-04,abc123,a581-44c9,1.75,expense,Shopping
a3ca6cdb,2021-09-04,abc123,f38e-41db,187.44,expense,Shopping
c4f7afe6,2021-09-04,abc123,0266-4998,1.75,expense,Utilities
8d12a51e,2021-09-04,abc123,4ec3-4766,1.75,expense,Restaurants
3a2d7bc1,2021-09-04,abc123,ae88-4cce,1.75,expense,Restaurants
307dc288,2021-09-04,abc123,240d-476e,73.84,expense,Utilities
6f030f65,2021-09-04,abc123,92cc-484a,200.35,expense,Paycheck
07a215f4,2021-09-04,abc123,54eb-4600,184.95,expense,Television
cabaabe0,2021-09-04,abc123,5b55-479b,194.48,expense,Gas & Fuel
c5f8422c,2021-09-04,abc123,13b9-47c8,86.11,expense,Restaurants
b4773b13,2021-09-04,abc123,23c2-4197,195.26,expense,Restaurants
32bf8daf,2021-09-04,abc123,23dd-4ed7,1.75,expense,Shopping
7984da0a,2021-09-04,0954-4699,abc123,80.84,income,Utilities
6185d4e4,2021-09-04,a77b-49b5,abc123,1.75,income,Mutual Funds
43e6acfe,2021-09-04,abc123,cc17-414d,90.99,expense,Restaurants
9e365883,2021-09-04,abc123,46f6-4ddf,188.75,expense,Home Improvement
b2131b6d,2021-09-04,abc123,f1b4-441d,6.49,expense,Groceries
1d803e96,2021-09-04,abc123,3f1b-402a,162.89,expense,Coffee Shops
5a5d3643,2021-09-04,abc123,c1b1-42e0,197.15,expense,Groceries
38aea1a7,2021-09-04,abc123,bfd4-4848,1.75,expense,Utilities
67b87380,2021-09-05,abc123,15f5-4cce,199.43,expense,Mobile Phone
28e61a6b,2021-09-05,abc123,6190-451c,12.77,expense,Shopping
5c207cff,2021-09-05,abc123,a8a4-4dcc,173.84,expense,Restaurants
b18d1321,2021-09-05,abc123,b601-4a39,1.75,expense,Gas & Fuel
5f132b5d,2021-09-05,abc123,6813-4db2,1.75,expense,Movies & DVDs
de95503d,2021-09-05,abc123,e5b5-40c2,1.75,expense,Restaurants
7e956d3c,2021-09-05,abc123,2529-4db6,1.75,expense,Fast Food
a3e39c91,2021-09-05,abc123,d3ec-4362,1.75,expense,Haircut
b7201177,2021-09-05,abc123,6032-44e0,199.41,expense,Alcohol & Bars
159aa685,2021-09-06,abc123,0230-435f,75.77,expense,Mortgage & Rent
feef4b07,2021-09-06,abc123,400b-4efb,1.75,expense,Coffee Shops
6cbfaeb3,2021-09-06,abc123,418f-40f6,1.75,expense,Fast Food
0d3b8132,2021-09-06,abc123,785b-4d13,1.75,expense,Restaurants
fb5eaaa6,2021-09-06,abc123,1a24-4dab,1.75,expense,Alcohol & Bars
e0ef939f,2021-09-07,abc123,000e-4de1,105.18,expense,Shopping
32faeb2e,2021-09-07,abc123,78cb-49d9,1.75,expense,Coffee Shops
8088b328,2021-09-07,c479-4e49,abc123,1708.33,income,Mutual Funds
b845af97,2021-09-11,abc123,5d7e-469f,1.75,expense,Entertainment
012416c1,2021-09-11,abc123,1bca-43c4,1.75,expense,Gas & Fuel
205449ae,2021-09-11,abc123,9db7-430b,1.75,expense,Groceries
ce1840e9,2021-09-11,abc123,3420-48c0,1.75,expense,Fast Food
a7708d1c,2021-09-11,abc123,fa2b-4980,12.0,expense,Restaurants
2ddc6fa7,2021-09-11,abc123,020d-443b,1.75,expense,Home Improvement
6c18b907,2021-09-14,abc123,4752-457b,178.91,expense,Fast Food
c98e1f0e,2021-09-16,abc123,077d-4a90,181.16,expense,Restaurants
1e909ceb,2021-09-16,abc123,ef3c-4563,1.75,expense,Coffee Shops
d9f748b5,2021-09-16,abc123,e4fa-45cb,134.17,expense,Groceries
020cdb1f,2021-09-16,d18e-48e8,abc123,1.75,income,Paycheck
cb69d0a4,2021-09-16,3e42-4b98,abc123,1.75,income,Mutual Funds
073f6014,2021-09-16,abc123,216c-4632,83.18,expense,Restaurants
b5fa627c,2021-09-16,abc123,7308-48fb,49.09,expense,Utilities
b4d962ea,2021-09-16,abc123,09a9-42f7,1.75,expense,Mobile Phone
5bdddba5,2021-09-16,abc123,c130-46eb,1.75,expense,Home Improvement
f00e876f,2021-09-16,abc123,6fe5-4abe,277.78,expense,Auto Insurance
b7c883e6,2021-09-16,abc123,dafa-4de0,194.74,expense,Shopping
e5301327,2021-09-16,abc123,c25b-4db9,41.0,expense,Fast Food
f037513f,2021-09-16,abc123,7937-4e53,1.75,expense,Groceries
