transaction_id,Date,sender_id,receiver_id,Amount,Transaction Type,Category
50c9b91e,2021-09-03,abc123,bfc4-49df,23.76,expense,Coffee Shops
e3e41877,2021-09-03,abc123,3061-4683,177.62,expense,Movies & DVDs
1dcbbe65,2021-09-03,abc123,023a-48a7,178.26,expense,Electronics & Software
2ac6bca5,2021-09-05,abc123,8452-4ae9,109.79,income,Salary
daa8f0bc,2021-09-05,2fa7-4c29,abc123,2994.89,income,Salary
06d320b6,2021-09-05,abc123,0e74-4309,1.75,income,Mutual Funds
beeca0a4,2021-09-05,0c68-4b1e,abc123,3321.19,income,Salary
23d1d897,2021-09-05,abc123,a7bf-46a6,34.6,expense,Groceries
d2467aaf,2021-09-05,abc123,29a4-4a7e,182.54,expense,Mortgage & Rent
f8405ecd,2021-09-05,50d4-49f5,abc123,340.43,income,Salary
40f55c55,2021-09-05,abc123,8aa0-4355,171.1,expense,Utilities
6986cddc,2021-09-05,abc123,783b-40a1,1.75,expense,Shopping
7cf2cf45,2021-09-05,abc123,6665-4597,157.67,expense,Restaurants
33aede3b,2021-09-05,abc123,7776-496b,155.54,expense,Gas & Fuel
afd71f8a,2021-09-05,abc123,12fb-4e32,105.3,expense,Internet
544490f3,2021-09-06,abc123,bb93-4434,133.12,expense,Groceries
02db8fa4,2021-09-06,abc123,1245-4d35,1.75,expense,Shopping
8280e62d,2021-09-06,abc123,b131-4e94,122.97,expense,Coffee Shops
fecec42a,2021-09-06,abc123,f345-4c7e,7.75,expense,Alcohol & Bars
d387709f,2021-09-06,abc123,0a10-4860,199.95,income,Salary
4956ce0b,2021-09-06,abc123,420b-4d7d,1.75,expense,Home Improvement
72d6052f,2021-09-06,abc123,ae68-4427,193.2,expense,Alcohol & Bars
b9f63077,2021-09-06,abc123,8723-4043,179.46,expense,Restaurants
2bdf5865,2021-09-06,abc123,2d2f-40a9,1.75,expense,Restaurants
8a4467b6,2021-09-06,abc123,0ad9-45c7,175.59,expense,Shopping
e6def3a4,2021-09-06,abc123,3edc-4f14,951.73,income,Stocks
f9a25ab6,2021-09-06,abc123,ac6c-4f3a,1.75,expense,Alcohol & Bars
8bd734d3,2021-09-06,abc123,cd26-4a17,179.76,expense,Utilities
0907d187,2021-09-06,abc123,54d5-4af3,84.44,expense,Restaurants
75e20a0e,2021-09-06,abc123,efff-4a60,1.75,income,Mutual Funds
8cfb76d3,2021-09-06,abc123,4f66-4a27,133.49,expense,Mobile Phone
36dc1af2,2021-09-06,abc123,5d35-4319,180.96,expense,Restaurants
9b85ee92,2021-09-06,abc123,a6fe-49c7,1.75,expense,Utilities
b48c840e,2021-09-06,abc123,0eed-4005,1.75,expense,Shopping
8164eca2,2021-09-06,abc123,b261-4bda,1.75,expense,Fast Food
0be4e950,2021-09-06,abc123,46d4-4f2f,189.36,expense,Gas & Fuel
8e86858f,2021-09-07,abc123,b208-4531,187.0,expense,Television
fd9cef07,2021-09-07,abc123,4d78-4938,1.75,expense,Gas & Fuel
c81e3342,2021-09-07,540d-434c,abc123,495.48,income,Mutual Funds
f4c2b63a,2021-09-07,abc123,6a48-4986,169.4,income,Salary
06c77f07,2021-09-07,b5a2-4686,abc123,1484.09,income,Salary
ca969652,2021-09-07,abc123,8304-4c87,1.75,expense,Shopping
d3050998,2021-09-07,abc123,5c22-4ae1,149.84,expense,Gas & Fuel
b400dc71,2021-09-07,abc123,7264-4055,42.5,expense,Groceries
d2493303,2021-09-07,abc123,87ee-4b41,1490.28,income,Stocks
03d308ea,2021-09-07,abc123,e19e-42d4,828.96,expense,Home Improvement
bd9c14ad,2021-09-07,abc123,faf3-4b50,38.07,expense,Alcohol & Bars
162166be,2021-09-07,abc123,6a0d-4b27,1.75,expense,Restaurants
16ce7bbc,2021-09-07,abc123,6ea7-432d,198.68,expense,Music
f4c3b236,2021-09-07,abc123,36f9-496b,190.91,income,Mutual Funds
1c282d94,2021-09-07,abc123,b468-4f9c,1976.26,expense,Mortgage & Rent
dbcea544,2021-09-07,abc123,2c8d-46cf,31.92,expense,Mobile Phone
b71ea485,2021-09-07,abc123,4b4c-46ad,193.21,expense,Entertainment
3438e740,2021-09-07,abc123,7add-48a8,1.75,expense,Mobile Phone
9707979e,2021-09-07,f11a-4cad,abc123,2217.14,income,Salary
a9947054,2021-09-07,2200-4171,abc123,199.49,income,Salary
dd8e5182,2021-09-07,abc123,c5f2-4bfa,102.83,expense,Home Improvement
d5d1b130,2021-09-07,abc123,4b1c-45f5,41.19,expense,Gas & Fuel
10f3d9f5,2021-09-07,abc123,b524-48f0,1032.62,income,Salary
434c99af,2021-09-08,9587-48c2,abc123,928.94,income,Salary
1707d3f2,2021-09-08,abc123,55ba-4a24,1.75,expense,Utilities
14cf50c9,2021-09-08,abc123,e620-4e2d,147.95,expense,Shopping
b5dd5c05,2021-09-08,8cef-4532,abc123,3046.21,income,Stocks
da008889,2021-09-08,abc123,dc40-4d3d,1.75,income,Salary
a1f63fa0,2021-09-08,abc123,694e-465c,851.06,expense,Fast Food
45574dfd,2021-09-08,abc123,acf0-45d0,1.75,expense,Gas & Fuel
bf5a47ce,2021-09-08,abc123,78a6-46ff,200.27,expense,Fast Food
b181234a,2021-09-08,abc123,a3f9-4109,186.43,expense,Groceries
5e02940d,2021-09-08,abc123,f609-4087,11.42,expense,Haircut
1b63354d,2021-09-08,abc123,d1f7-46ef,97.07,expense,Utilities
0f5c11b4,2021-09-08,abc123,c12b-4a76,200.58,expense,Utilities
6d164482,2021-09-08,abc123,0605-4fdf,51.84,expense,Restaurants
94f665ba,2021-09-08,abc123,43a0-40fc,1.75,expense,Food & Dining
3a9eac99,2021-09-08,abc123,0337-4f45,1.75,expense,Gas & Fuel
ba9428ef,2021-09-08,abc123,3d62-4b1e,2050.67,expense,Food & Dining
e5d964ed,2021-09-08,abc123,4f81-4aea,1.75,expense,Groceries
d4ef60b2,2021-09-08,d552-411d,abc123,639.18,income,Salary
f6cb1d4c,2021-09-08,abc123,ff02-49da,199.62,expense,Alcohol & Bars
0615c71c,2021-09-08,abc123,aaaa-4c77,187.37,expense,Mobile Phone
4541d1bf,2021-09-08,20d3-431b,abc123,2236.1,income,Mutual Funds
82466a7f,2021-09-08,abc123,95a8-4c97,212.32,expense,Mortgage & Rent
99fdee36,2021-09-08,abc123,0b18-4ff1,1.75,expense,Restaurants
72237fa0,2021-09-08,d9d0-47e3,abc123,1715.94,income,Stocks
39bd8382,2021-09-08,77bd-4b88,abc123,2043.96,income,Salary
7b029e93,2021-09-09,abc123,dccb-44f5,185.98,expense,Coffee Shops
2990c6d0,2021-09-09,abc123,27d0-4585,187.95,expense,Groceries
e1a3cf21,2021-09-09,abc123,8185-46e9,133.32,expense,Television
8f76d50a,2021-09-09,abc123,8dea-4883,1.75,expense,Restaurants
a5fc6feb,2021-09-09,abc123,d0c6-40a8,146.39,expense,Home Improvement
d300d7c9,2021-09-09,abc123,0409-48fd,199.73,expense,Alcohol & Bars
db5dfa91,2021-09-09,a8ea-49b5,abc123,982.36,income,Mutual Funds
73e3d7c4,2021-09-09,abc123,08a6-4a22,198.77,expense,Restaurants
45321025,2021-09-09,baf3-4f57,abc123,7.85,income,Mutual Funds
0064a9f2,2021-09-09,6232-4493,abc123,2913.92,income,Salary
c0b262d8,2021-09-09,abc123,fc78-4366,2215.11,expense,Auto Insurance
0ac80851,2021-09-09,abc123,f158-45b3,103.17,expense,Restaurants
99ac0226,2021-09-09,abc123,ba43-43a3,101.42,expense,Alcohol & Bars
2292e7ac,2021-09-09,abc123,d36c-4309,68.65,expense,Coffee Shops
0bace876,2021-09-09,d4bc-49ad,abc123,972.24,income,Stocks
c749a071,2021-09-09,abc123,31f5-4159,151.6,expense,Haircut
332f27ea,2021-09-09,abc123,2d28-465b,1.75,income,Salary
2057824b,2021-09-09,abc123,3b7f-4525,1.75,expense,Movies & DVDs
f7c018ba,2021-09-09,abc123,0d6e-44df,1.75,income,Stocks
3f8b018e,2021-09-09,abc123,0362-47b9,1.75,expense,Groceries
cf91dccd,2021-09-09,72c1-47e2,abc123,1.75,income,Salary
f92754ba,2021-09-09,abc123,c105-4305,1.75,expense,Gas & Fuel
dd9d6eb1,2021-09-09,abc123,c31f-4cad,1.75,expense,Alcohol & Bars
275e7e77,2021-09-09,abc123,8c78-4cc2,155.51,expense,Alcohol & Bars
08e7db63,2021-09-10,abc123,fd07-4f25,1.75,expense,Utilities
8a15b0a7,2021-09-10,abc123,15be-4e30,172.5,expense,Groceries
d4cb056f,2021-09-10,abc123,97ba-471d,1823.01,income,Mutual Funds
5789d9cb,2021-09-10,abc123,7466-409e,1.75,expense,Home Improvement
21c5f7e9,2021-09-10,abc123,5583-46b5,1.75,expense,Shopping
7206a7d4,2021-09-10,abc123,01ea-4c97,1.75,expense,Alcohol & Bars
5ae61403,2021-09-10,abc123,ae43-4585,1.75,expense,Restaurants
7453a5ae,2021-09-10,abc123,081a-4e6f,176.61,expense,Home Improvement
327caf0f,2021-09-10,abc123,011b-4b9a,1.75,expense,Movies & DVDs
3325c835,2021-09-10,abc123,6f3c-4da4,1.75,expense,Groceries
6899698c,2021-09-10,abc123,5a7e-4280,200.22,expense,Internet
94edfc0a,2021-09-10,abc123,853b-4634,1.75,expense,Music
66acd6a4,2021-09-12,c1cd-4b8b,abc123,857.25,income,Mutual Funds
60bde752,2021-09-12,abc123,1aab-45ed,88.94,expense,Utilities
a13da422,2021-09-12,4da3-4b78,abc123,3363.21,income,Salary
089c2b3b,2021-09-12,abc123,ed4b-46e0,1.75,expense,Restaurants
ed74aaf6,2021-09-12,abc123,b868-40f7,1.75,expense,Coffee Shops
753810bf,2021-09-12,abc123,f66d-4d5e,200.57,expense,Music
b7de961e,2021-09-12,abc123,cf22-40b0,1.75,expense,Gas & Fuel
522b55d2,2021-09-12,abc123,0a64-450e,138.68,expense,Groceries
b9b74d26,2021-09-12,b1ac-4c96,abc123,2189.57,income,Stocks
e1b22505,2021-09-12,abc123,f2ba-494a,53.73,expense,Electronics & Software
b4094b97,2021-09-12,abc123,8b27-42b0,101.58,expense,Shopping
b1fad2b3,2021-09-12,abc123,0258-4e68,130.99,expense,Groceries
43178490,2021-09-12,abc123,3e88-4b1e,198.79,expense,Home Improvement
bc556038,2021-09-12,abc123,7367-4b7d,145.99,expense,Home Improvement
b379f7df,2021-09-12,abc123,a895-47b5,193.34,expense,Restaurants
1d58706c,2021-09-12,abc123,4e8a-4ec5,1.75,expense,Groceries
190da155,2021-09-12,abc123,2c6c-4352,164.15,expense,Internet
30fcc242,2021-09-12,abc123,f56e-46c0,168.4,expense,Entertainment
f4b1844b,2021-09-12,abc123,cd2c-4d97,110.03,expense,Shopping
88fa2425,2021-09-12,abc123,0d47-4c23,1.75,expense,Restaurants
149b0ef8,2021-09-12,abc123,0c82-4115,1.75,expense,Gas & Fuel
bb7c0824,2021-09-12,abc123,cd47-47ea,1.75,expense,Fast Food
ff799a99,2021-09-12,abc123,461b-4339,189.1,expense,Alcohol & Bars
431a030e,2021-09-13,95ce-48ed,abc123,1509.55,income,Mutual Funds
dfb973e6,2021-09-13,abc123,3e19-4f36,190.25,expense,Restaurants
d405a7a2,2021-09-13,abc123,a623-470b,119.75,expense,Mortgage & Rent
a54f3d59,2021-09-13,abc123,0504-4694,52.15,expense,Restaurants
0b8a857e,2021-09-13,abc123,fb29-45e6,1.75,expense,Gas & Fuel
d6d05726,2021-09-13,abc123,c229-490a,172.92,expense,Restaurants
843c2bb6,2021-09-13,abc123,6bec-4b25,111.92,expense,Utilities
5dce9a1c,2021-09-13,abc123,306b-49fe,29.43,expense,Restaurants
5a04be78,2021-09-13,abc123,254c-4c77,1.75,expense,Restaurants
cf036252,2021-09-13,abc123,1c6f-4ed2,1.75,expense,Movies & DVDs
6f02a04e,2021-09-13,abc123,4246-40a9,179.4,expense,Restaurants
ef324a7e,2021-09-16,abc123,7a82-49ca,197.09,expense,Fast Food
6152ac1c,2021-09-16,d92f-475a,abc123,2975.88,income,Salary
2fa7b29e,2021-09-16,abc123,81f7-4128,1.75,expense,Mobile Phone
4b63ebc7,2021-09-16,abc123,b508-4479,1.75,expense,Restaurants
9f79805d,2021-09-16,abc123,9edc-4b26,169.18,expense,Restaurants
5e532834,2021-09-16,abc123,0366-4705,1.75,expense,Music
3841efa1,2021-09-16,abc123,7180-48c9,198.68,expense,Gas & Fuel
b141b00a,2021-09-16,abc123,fe26-48ab,73.73,expense,Auto Insurance
37cd973f,2021-09-16,abc123,df05-41b8,176.78,expense,Utilities
527ce5d0,2021-09-16,6ea9-4e73,abc123,3348.2,income,Salary
f1bfd265,2021-09-16,0cfb-4aed,abc123,1001.43,income,Salary
0d409666,2021-09-16,abc123,a42e-4f66,197.58,expense,Entertainment
0bfd2923,2021-09-16,abc123,1cea-4d36,57.41,income,Stocks
166da514,2021-09-16,df93-484c,abc123,3046.4,income,Mutual Funds
bdbf9559,2021-09-16,abc123,ccf5-49e0,197.44,expense,Utilities
85b5f5f5,2021-09-16,abc123,924d-4e5f,1.75,expense,Restaurants
06a2b24d,2021-09-16,abc123,8b0f-4f08,1.75,expense,Restaurants
a9a68dce,2021-09-16,abc123,5558-466d,54.54,expense,Utilities
1533d4bc,2021-09-16,abc123,4401-4da9,1.75,expense,Gas & Fuel
0a95a979,2021-09-16,abc123,307f-47cc,116.31,expense,Movies & DVDs
6f9eb822,2021-09-16,9b03-4d8d,abc123,2175.55,income,Salary
33cd280a,2021-09-16,abc123,0e88-4ba0,1.75,expense,Groceries
000e7e73,2021-09-16,abc123,8e29-4c29,199.41,expense,Gas & Fuel
71016f8c,2021-09-16,abc123,8edc-425e,148.3,expense,Groceries
15402eff,2021-09-17,090b-46b6,abc123,1390.12,income,Stocks
29cceba6,2021-09-17,abc123,3a79-463e,165.15,expense,Restaurants
96ea50df,2021-09-17,abc123,fe0f-41be,188.83,expense,Music
88084f01,2021-09-17,ab38-4620,abc123,213.64,income,Stocks
ac61ff7b,2021-09-17,abc123,1534-4746,176.52,expense,Electronics & Software
61f70165,2021-09-17,abc123,66c3-45ee,199.17,expense,Shopping
5b63c14a,2021-09-17,abc123,a57c-43f1,79.39,expense,Restaurants
5e7fec95,2021-09-17,abc123,c157-4fc3,184.45,expense,Coffee Shops
48e63466,2021-09-17,3b9f-4c63,abc123,1.75,income,Salary
8b66314a,2021-09-17,abc123,03b3-4c40,196.63,expense,Fast Food
6bde761b,2021-09-17,abc123,e2be-4f48,108.31,expense,Coffee Shops
197bd7bd,2021-09-17,abc123,e8fe-46fc,182.59,expense,Movies & DVDs
1d42430d,2021-09-17,abc123,5d1e-411e,145.92,expense,Shopping
0e7ee602,2021-09-17,abc123,e45c-4675,179.09,expense,Groceries
d8b6989a,2021-09-17,abc123,bf8d-4508,42.83,expense,Utilities
7e3bafff,2021-09-17,abc123,dad1-4ba2,151.22,expense,Music
ae9d1657,2021-09-17,abc123,0dcc-4156,174.05,expense,Music
edca0e62,2021-09-19,abc123,c237-44f3,1.75,expense,Shopping
e7d287e8,2021-09-19,abc123,33cf-460b,187.44,expense,Shopping
0aed3e78,2021-09-19,abc123,6e84-458b,1.75,expense,Utilities
7fb4c1f8,2021-09-19,abc123,cd00-48f1,1.75,expense,Restaurants
51a7bfe4,2021-09-19,abc123,5c53-4b26,1.75,expense,Restaurants
9a5b683d,2021-09-19,abc123,b4df-4daf,73.84,expense,Utilities
03d38494,2021-09-19,abc123,5939-4c31,200.35,income,Salary
d7be8d94,2021-09-19,abc123,2687-4a48,184.95,expense,Television
8e1f1461,2021-09-19,abc123,4395-4b42,194.48,expense,Gas & Fuel
aae06b50,2021-09-19,abc123,9f81-4a71,86.11,expense,Restaurants
330b3e38,2021-09-19,abc123,e70f-4af1,195.26,expense,Restaurants
6bc8e68a,2021-09-19,abc123,601a-49d5,1.75,expense,Shopping
ffc26954,2021-09-19,7b8f-483d,abc123,80.84,income,Mutual Funds
633b12be,2021-09-19,3fe9-4ffa,abc123,1.75,income,Mutual Funds
f0ddb237,2021-09-19,abc123,785f-47e2,90.99,expense,Restaurants
8cb5a99f,2021-09-19,abc123,c72c-4331,188.75,expense,Home Improvement
e05f0607,2021-09-19,abc123,b529-4eca,6.49,expense,Groceries
3ecefa99,2021-09-19,abc123,ea51-45ac,162.89,income,Mutual Funds
3a71ebfa,2021-09-19,abc123,e0fc-4e87,197.15,expense,Groceries
6d53b319,2021-09-19,abc123,5b61-44f5,1.75,expense,Utilities
41a28ed3,2021-09-20,abc123,0779-4f93,199.43,expense,Mobile Phone
8611d4f7,2021-09-20,abc123,81f7-4506,12.77,expense,Shopping
712f9473,2021-09-20,abc123,7c07-48ba,173.84,expense,Restaurants
05517195,2021-09-20,abc123,5c55-4cc7,1.75,expense,Gas & Fuel
1a31fd9f,2021-09-20,abc123,5873-4f88,1.75,expense,Movies & DVDs
21672e5a,2021-09-20,abc123,a487-46b2,1.75,expense,Restaurants
ba92aab1,2021-09-20,abc123,b6eb-4181,1.75,expense,Fast Food
5c943100,2021-09-20,abc123,a87c-4c62,1.75,expense,Haircut
5f61389b,2021-09-20,abc123,602e-4ad0,199.41,expense,Alcohol & Bars
698d5e4d,2021-09-21,abc123,3245-4f4e,75.77,expense,Mortgage & Rent
c062adb5,2021-09-21,abc123,71ef-463d,1.75,income,Mutual Funds
717c6ee6,2021-09-21,abc123,51fa-4245,1.75,expense,Fast Food
4143b53d,2021-09-21,abc123,e7fd-4747,1.75,expense,Restaurants
450d538f,2021-09-21,abc123,5f0c-4b5e,1.75,expense,Alcohol & Bars
b1352266,2021-09-22,abc123,235d-4cc0,105.18,expense,Shopping
fb02e310,2021-09-22,abc123,fa94-410d,1.75,expense,Coffee Shops
bee6247c,2021-09-22,d9ef-4c9b,abc123,1708.33,income,Stocks
2343ea78,2021-09-26,abc123,8e0b-41b6,1.75,expense,Entertainment
ea33dca8,2021-09-26,abc123,7ad1-4457,1.75,expense,Gas & Fuel
13bef3d9,2021-09-26,abc123,fa80-46d5,1.75,expense,Groceries
78d1dbba,2021-09-26,abc123,f98c-40d1,1.75,expense,Fast Food
995d4530,2021-09-26,abc123,4dbe-46bc,12.0,expense,Restaurants
fe3bc2c0,2021-09-26,abc123,2884-45fb,1.75,expense,Home Improvement
13b4255f,2021-09-29,abc123,2cc7-48b7,178.91,expense,Fast Food
673fb3ab,2021-10-01,abc123,727a-45f0,181.16,expense,Restaurants
b1403e09,2021-10-01,abc123,c609-469a,1.75,income,Mutual Funds
38dc42c3,2021-10-01,abc123,339b-4313,134.17,expense,Groceries
044a81b6,2021-10-01,aa66-4b9d,abc123,1.75,income,Salary
65ecab45,2021-10-01,a30c-4550,abc123,1.75,income,Mutual Funds
c8a10302,2021-10-01,abc123,a8f8-4520,83.18,expense,Restaurants
28207592,2021-10-01,abc123,be1a-47ff,49.09,expense,Utilities
953c3df3,2021-10-01,abc123,748c-4dae,1.75,expense,Mobile Phone
e619ea04,2021-10-01,abc123,302d-4901,1.75,expense,Home Improvement
122f8957,2021-10-01,abc123,49b3-4979,277.78,expense,Auto Insurance
8170a223,2021-10-01,abc123,425f-4df1,194.74,expense,Shopping
1407f63f,2021-10-01,abc123,d3ce-4f41,41.0,expense,Fast Food
3f3b3efe,2021-10-01,abc123,fd4b-4d28,1.75,expense,Groceries
874831f8,2021-10-01,c2d4-4c7c,abc123,180.07,income,Mutual Funds
9a35fc58,2021-10-01,abc123,07a0-46a6,1.75,expense,Restaurants
e56096c2,2021-10-02,abc123,b461-4a4a,190.92,expense,Groceries
eb5f549f,2021-10-02,abc123,10e0-48ee,195.88,expense,Restaurants
