aafcf2ed,2021-08-30,abc123,1864-4d6b,121,102
4bb55f21,2021-08-30,abc123,28fa-47de,64,7
a028e2e9,2021-08-30,abc123,9c21-42f8,190,14
9420dc40,2021-08-30,abc123,25f0-487c,64,2
cfce3f44,2021-08-30,abc123,e229-4e5f,144,15
70180b4a,2021-08-30,abc123,ba19-4803,2002,101
34e62bda,2021-08-30,abc123,075e-4a1a,64,103
3f32d0d1,2021-08-31,abc123,9055-4bb7,64,11
9fc7f3b1,2021-08-31,abc123,b9bc-4ef7,233,102
0789ce84,2021-08-31,abc123,66d4-40bd,152,2
152aad7a,2021-08-31,abc123,4d51-4dd9,64,15
1255497c,2021-08-31,abc123,9ba9-4ad8,196,3
5e292085,2021-08-31,abc123,9ea7-457c,189,16
f6e40f72,2021-08-31,abc123,b4b9-487b,176,103
04f18730,2021-08-31,abc123,566d-47a3,64,2
c0e93022,2021-08-31,cc5f-4cb9,abc123,4050,102
7996245f,2021-08-31,3afa-4404,abc123,2937,101
ca0dcd7a,2021-08-31,abc123,cac8-4b34,196,17
33e07e9c,2021-08-31,abc123,6443-4b78,2020,103
29299141,2021-08-31,c23f-41b5,abc123,6,103
430e4a16,2021-08-31,abc123,2efb-4e75,64,13
74f61783,2021-08-31,abc123,5650-4ae7,2111,103
157fbe4e,2021-08-31,abc123,b71e-4bc0,189,2
c6ecab00,2021-08-31,abc123,d03d-4c10,159,9
440e3d1f,2021-08-31,abc123,7499-41e3,200,17
63db2d85,2021-08-31,f7ff-4764,abc123,4050,102
3f8728c9,2021-08-31,abc123,294e-46b9,170,15
04aff9e1,2021-08-31,8d1d-4d43,abc123,3299,103
8caa73e7,2021-08-31,1493-4b58,abc123,891,103
0d9f3100,2021-08-31,abc123,93c6-4560,185,2
87ec5f42,2021-08-31,abc123,75a7-4e64,64,2
dbc0f343,2021-08-31,cd7c-4474,abc123,987,102
e59282f6,2021-09-01,abc123,b269-406f,532,8
9fa581d2,2021-09-01,abc123,2a66-405e,3354,101
32e23783,2021-09-01,abc123,2b72-49dd,19,13
e991a4be,2021-09-01,abc123,2d70-4551,198,1
425b2715,2021-09-01,abc123,9586-4f99,81,10
d0ca0ed6,2021-09-01,abc123,898d-4043,2060,13
0c34f357,2021-09-02,abc123,7893-44a9,157,9
e0321c38,2021-09-02,abc123,8713-4f4f,54,6
9e0f01c4,2021-09-02,6d47-4781,abc123,2223,102
88363b60,2021-09-02,abc123,8c75-4f08,200,2
5506335d,2021-09-02,1562-4e3f,abc123,3346,102
6650cd71,2021-09-02,abc123,340f-41c1,64,2
aced40d3,2021-09-02,abc123,305e-419f,180,10
f7ecfe49,2021-09-02,e643-4aeb,abc123,4050,102
af104180,2021-09-02,abc123,4c55-4508,181,2
d15b4a4d,2021-09-02,abc123,246c-4fa5,157,2
0670b032,2021-09-02,abc123,81e9-4445,190,10
4af80c58,2021-09-02,abc123,c5e9-4a7a,64,2
ab37ddda,2021-09-02,abc123,8ee5-4107,196,15
2dc9978b,2021-09-02,abc123,7524-4586,82,13
da564f34,2021-09-02,abc123,adca-4d16,41,10
b31552b5,2021-09-02,abc123,b760-45b3,161,3
6976424c,2021-09-02,abc123,bbad-4e05,103,13
1609951f,2021-09-02,abc123,9a70-4a36,457,13
af7ae0a9,2021-09-02,2316-4e4d,abc123,850,101
304b3d4f,2021-09-02,abc123,2357-4bdd,149,4
90c6ca92,2021-09-02,abc123,aef7-4b45,2120,4
98795380,2021-09-02,abc123,5e4c-42b5,166,9
ac19e754,2021-09-03,5169-4fe2,abc123,2224,101
2daafaba,2021-09-03,abc123,d118-4e24,53,2
555f7d3b,2021-09-03,abc123,cb0e-4b17,23,8
50176780,2021-09-03,abc123,1bea-44e6,177,15
1709fc2f,2021-09-03,abc123,d236-4cc0,178,18
18295c1a,2021-09-05,abc123,a44e-438d,109,101
17f55ef5,2021-09-05,648e-4e66,abc123,2994,101
18a9b2e2,2021-09-05,abc123,e3d7-42bb,64,102
09235d3b,2021-09-05,6984-4dde,abc123,3321,101
ba7ed3c6,2021-09-05,abc123,bdee-48b2,34,10
515ec202,2021-09-05,abc123,df84-400f,182,4
71353f8a,2021-09-05,a970-4903,abc123,340,101
cc71e3ef,2021-09-05,abc123,5745-4f1e,171,9
b097c3c4,2021-09-05,abc123,3519-4804,64,12
8ee9f803,2021-09-05,abc123,2674-48b7,157,2
9e59c09e,2021-09-05,abc123,5d36-401b,155,13
1f763a51,2021-09-05,abc123,9458-4d1d,105,1
b092135c,2021-09-06,abc123,3974-4b0f,133,10
1d612005,2021-09-06,abc123,d18d-4f22,64,12
6ba1c759,2021-09-06,abc123,35c2-4704,122,8
cd1b3839,2021-09-06,abc123,37dd-4068,7,3
f930ee19,2021-09-06,abc123,f19b-409c,199,101
78cb77fe,2021-09-06,abc123,fdae-42f8,64,11
c38a4e9e,2021-09-06,abc123,bafd-45c7,193,3
6c06eb85,2021-09-06,abc123,a5c3-4aa8,179,2
66db656b,2021-09-06,abc123,2879-4350,64,2
6e757bf4,2021-09-06,abc123,d693-43e3,175,12
57a36f62,2021-09-06,abc123,abba-47d9,951,102
810faa67,2021-09-06,abc123,ae1b-47ac,64,3
a5302e0a,2021-09-06,abc123,6e44-4538,179,9
10df32fd,2021-09-06,abc123,e8f8-49ac,84,2
38178117,2021-09-06,abc123,b237-4b39,64,103
b3cbf54f,2021-09-06,abc123,fad3-4068,133,17
062e066f,2021-09-06,abc123,a668-4955,180,2
5d388339,2021-09-06,abc123,6101-48e9,64,9
1a398d9d,2021-09-06,abc123,411c-4af3,64,12
b7d4ec86,2021-09-06,abc123,82fe-473f,64,7
81d2cab3,2021-09-06,abc123,3240-4400,189,13
1f44aa1b,2021-09-07,abc123,0830-4f5e,187,19
9887878a,2021-09-07,abc123,9c28-4435,64,13
29a9c481,2021-09-07,8303-4c77,abc123,495,103
42d5daaa,2021-09-07,abc123,2d0b-485a,169,101
e9a70b5a,2021-09-07,d4bc-41f4,abc123,1484,101
e4a480d9,2021-09-07,abc123,60aa-48e8,64,12
4ff19c7c,2021-09-07,abc123,7815-41d4,149,13
befc4ffb,2021-09-07,abc123,fe6d-4741,42,10
603d59aa,2021-09-07,abc123,991d-4fb9,1490,103
3c89a448,2021-09-07,abc123,a653-40fb,828,11
a46dfae8,2021-09-07,abc123,fce3-456a,38,3
fc0fefdf,2021-09-07,abc123,a21e-4c6d,64,2
b857dd60,2021-09-07,abc123,292a-458b,198,14
b53d58b9,2021-09-07,abc123,eb43-49eb,190,102
de1b5a8d,2021-09-07,abc123,46fd-4fbb,1976,4
618a2765,2021-09-07,abc123,fb76-48e7,31,17
ef705039,2021-09-07,abc123,389a-403f,193,20
691fa077,2021-09-07,abc123,f7a5-4171,64,17
eae23dbe,2021-09-07,5185-4b08,abc123,2217,101
884ff8ce,2021-09-07,b6c3-4d94,abc123,199,101
5310dc44,2021-09-07,abc123,9ae7-4abe,102,11
ce79d235,2021-09-07,abc123,184f-47e2,41,13
a7103e9e,2021-09-07,abc123,b946-44bd,1032,101
25f12644,2021-09-08,53b6-4d4b,abc123,928,101
01ca1639,2021-09-08,abc123,75cf-4034,64,9
62a0ec3e,2021-09-08,abc123,9aef-4f7a,147,12
138a9e20,2021-09-08,ca00-4e94,abc123,3046,102
82ebae8b,2021-09-08,abc123,0fd2-4fd9,64,101
f7d942cf,2021-09-08,abc123,2a67-492f,851,7
eba72481,2021-09-08,abc123,e740-40c7,64,13
08a3508a,2021-09-08,abc123,7d87-45e3,200,7
621df8ff,2021-09-08,abc123,abe8-46db,186,10
6fe16490,2021-09-08,abc123,4c21-459c,11,5
cc0a75b3,2021-09-08,abc123,74fc-4e9a,97,9
bf061f18,2021-09-08,abc123,a127-4455,200,9
35fc3ee6,2021-09-08,abc123,2392-4eec,51,2
caf85684,2021-09-08,abc123,2c16-423e,64,16
e52a569c,2021-09-08,abc123,47dd-4218,64,13
889b490e,2021-09-08,abc123,ea26-49df,2050,16
778f9355,2021-09-08,abc123,78cb-4640,64,10
cac5f742,2021-09-08,07c8-4e48,abc123,639,101
63d12f0a,2021-09-08,abc123,c46d-4163,199,3
1a6eb85a,2021-09-08,abc123,104b-4a2d,187,17
9e7de429,2021-09-08,124f-4a5b,abc123,2236,102
b56315c7,2021-09-08,abc123,b23d-4993,212,4
a1c2c4c3,2021-09-08,abc123,ac50-4f5e,64,2
25988053,2021-09-08,441e-48bd,abc123,1715,102
eec1a5ae,2021-09-08,3f8a-47e8,abc123,2043,101
55623018,2021-09-09,abc123,048b-42fb,185,8
ec5bd565,2021-09-09,abc123,30b1-4513,187,10
e7a51bde,2021-09-09,abc123,a927-4b68,133,19
e78c25ce,2021-09-09,abc123,70bc-4c9f,64,2
6014a1e1,2021-09-09,abc123,30c2-4b9e,146,11
c52d0f50,2021-09-09,abc123,60c3-4bd4,199,3
3a045378,2021-09-09,5250-47bb,abc123,982,103
d296cbd9,2021-09-09,abc123,e1fc-4457,198,2
606f096c,2021-09-09,5a4f-4b79,abc123,7,102
5a34c80d,2021-09-09,2c9f-4f51,abc123,2913,101
3d549761,2021-09-09,abc123,1e5a-46bb,2215,6
e4ece948,2021-09-09,abc123,e933-4392,103,2
3d49e671,2021-09-09,abc123,b93b-4601,101,3
573d040a,2021-09-09,abc123,1753-42c1,68,8
58bc9e18,2021-09-09,3dbb-40c8,abc123,972,103
77462aa3,2021-09-09,abc123,cb72-482a,151,5
ba3879b9,2021-09-09,abc123,2b63-4163,64,101
016cac70,2021-09-09,abc123,7ae6-41c4,64,15
d3ca12d5,2021-09-09,abc123,fb0a-4bf3,64,103
566b84a0,2021-09-09,abc123,7899-417b,64,10
1035e13c,2021-09-09,5f12-4f52,abc123,4050,101
998a4f5a,2021-09-09,abc123,2f16-49e8,64,13
a1fc3e53,2021-09-09,abc123,d143-4a4f,64,3
33cf5afa,2021-09-09,abc123,65e2-4fe4,155,3
8a245406,2021-09-10,abc123,5d2d-4788,64,9
c9333757,2021-09-10,abc123,a4c0-4416,172,10
0d9620e3,2021-09-10,abc123,1156-4ab6,1823,103
c0bc467b,2021-09-10,abc123,1da5-4bea,64,11
e1dd1320,2021-09-10,abc123,7f0d-494e,64,12
c2681849,2021-09-10,abc123,d73b-47cf,64,3
6b4f788d,2021-09-10,abc123,7ad6-4b65,64,2
b499fc4f,2021-09-10,abc123,502e-45da,176,11
0c72609f,2021-09-10,abc123,7215-4fa6,64,15
81df4ca5,2021-09-10,abc123,7e48-47c7,64,10
c7dc2318,2021-09-10,abc123,a403-4156,200,1
de94c2c6,2021-09-10,abc123,bd0e-49c6,64,14
375f19ba,2021-09-12,ddd5-49eb,abc123,857,103
97643698,2021-09-12,abc123,5864-4aae,88,9
384c4e54,2021-09-12,c37e-4c9f,abc123,3363,101
5ff59856,2021-09-12,abc123,61c1-4a64,64,2
9658cd24,2021-09-12,abc123,ea0a-4da6,64,8
9aece054,2021-09-12,abc123,a1fb-4237,200,14
b9896ff2,2021-09-12,abc123,6d8c-4102,64,13
9ea4b5f1,2021-09-12,abc123,9790-4dc3,138,10
84ac2f19,2021-09-12,9309-4dfa,abc123,2189,103
145bcc94,2021-09-12,abc123,c617-45d1,53,18
03f191d8,2021-09-12,abc123,560b-42db,101,12
3fd2b9ed,2021-09-12,abc123,978f-490f,130,10
61843057,2021-09-12,abc123,272a-4628,198,11
92ad6272,2021-09-12,abc123,8500-4119,145,11
cd8b4a6c,2021-09-12,abc123,2722-4468,193,2
c8c3be7e,2021-09-12,abc123,c063-478b,64,10
d2aa01be,2021-09-12,abc123,ab8c-4441,164,1
56c2c3cd,2021-09-12,abc123,1bde-461a,168,20
cdd469e9,2021-09-12,abc123,f50d-415f,110,12
1ef2dc99,2021-09-12,abc123,778a-45f7,64,2
73207a71,2021-09-12,abc123,85ae-4ca6,64,13
5a1a709f,2021-09-12,abc123,f563-469e,64,7
092069a2,2021-09-12,abc123,b266-40f3,189,3
88b010be,2021-09-13,f754-4406,abc123,1509,102
b1e1b7ed,2021-09-13,abc123,a553-481e,190,2
875d3b3f,2021-09-13,abc123,4f02-4da7,119,4
2c08abcd,2021-09-13,abc123,36bb-452a,52,2
22921f8f,2021-09-13,abc123,0acd-4d09,64,13
cec97df3,2021-09-13,abc123,d157-4d98,172,2
698fe3b4,2021-09-13,abc123,8daa-4727,111,9
e531a4de,2021-09-13,abc123,6146-48e7,29,2
e3c67495,2021-09-13,abc123,2a42-44ed,64,2
cac94a9c,2021-09-13,abc123,b51a-4203,64,15
d875fe4d,2021-09-13,abc123,9c2f-4d11,179,2
ba2259e9,2021-09-16,abc123,3366-4772,197,7
2546912a,2021-09-16,d72b-4331,abc123,2975,101
dc14bf38,2021-09-16,abc123,0dd6-4847,64,17
74593c61,2021-09-16,abc123,3a1e-43fc,64,2
51c7af88,2021-09-16,abc123,2a35-4386,169,2
5b905e6f,2021-09-16,abc123,ce67-4bef,64,14
cf6af56e,2021-09-16,abc123,99f5-4bfc,198,13
1053540a,2021-09-16,abc123,3ffa-4e7e,73,6
979649ce,2021-09-16,abc123,4b2f-4874,176,9
0286ddd8,2021-09-16,bf81-42ce,abc123,3348,101
2f99d972,2021-09-16,5055-4be3,abc123,1001,101
425cbdd3,2021-09-16,abc123,f16b-45b0,197,20
d9421d03,2021-09-16,abc123,416b-472f,57,103
2969d611,2021-09-16,f2bd-47f4,abc123,3046,102
22c9934e,2021-09-16,abc123,4dba-469e,197,9
86be81f3,2021-09-16,abc123,83e5-4917,64,2
bdd0366d,2021-09-16,abc123,150d-4b03,64,2
01948445,2021-09-16,abc123,14b2-4bb9,54,9
1c567168,2021-09-16,abc123,9387-4fd8,64,13
0ee7e925,2021-09-16,abc123,8aa1-4b94,116,15
e22bb295,2021-09-16,4682-41b0,abc123,2175,101
4fc9896f,2021-09-16,abc123,0727-4805,64,10
98f48d69,2021-09-16,abc123,d8a2-4f30,199,13
8e870fd9,2021-09-16,abc123,8a2e-4ea8,148,10
6a37679e,2021-09-17,ab22-4076,abc123,1390,102
16d9ccdf,2021-09-17,abc123,f99d-49c4,165,2
b603cb38,2021-09-17,abc123,5d62-45d5,188,14
e13bc2cb,2021-09-17,eee8-4de4,abc123,213,103
d9bd6fa1,2021-09-17,abc123,db9f-46e8,176,18
14c1b7cf,2021-09-17,abc123,f02a-4e88,199,12
e40383b2,2021-09-17,abc123,e3bc-4ce8,79,2
2216a315,2021-09-17,abc123,7a4d-4224,184,8
1c66d858,2021-09-17,65c6-45b0,abc123,4050,101
6914a15e,2021-09-17,abc123,9b57-41ed,196,7
da67b4f6,2021-09-17,abc123,4e58-4229,108,8
21774b72,2021-09-17,abc123,a5ab-43b4,182,15
5985534c,2021-09-17,abc123,2150-4b67,145,12
510e6547,2021-09-17,abc123,3ad8-4a05,179,10
4b2bfa7d,2021-09-17,abc123,b7d2-45c7,42,9
c9efb86a,2021-09-17,abc123,1384-4060,151,14
7b63e3bf,2021-09-17,abc123,c780-4ebd,174,14
c9281c85,2021-09-19,abc123,d88b-4f40,64,12
9729a214,2021-09-19,abc123,f539-453a,187,12
9bccf876,2021-09-19,abc123,3947-4b8e,64,9
952ea055,2021-09-19,abc123,b99f-4493,64,2
9d9a9ec6,2021-09-19,abc123,8d14-46df,64,2
98b33d51,2021-09-19,abc123,e3f5-4f4b,73,9
7442cb6c,2021-09-19,abc123,2d95-4c61,200,101
3f376b65,2021-09-19,abc123,0f8d-466c,184,19
08b80295,2021-09-19,abc123,d9f1-4c43,194,13
000fd885,2021-09-19,abc123,4f8e-4718,86,2
974c40e7,2021-09-19,abc123,c395-4ae1,195,2
f141c6fa,2021-09-19,abc123,22d1-44da,64,12
c5ce7b10,2021-09-19,5754-4e9e,abc123,80,102
3328e089,2021-09-19,13a7-48c9,abc123,4050,103
ed1e4078,2021-09-19,abc123,ffae-4e2e,90,2
e463b29d,2021-09-19,abc123,f421-4ba0,188,11
baf2ac12,2021-09-19,abc123,f867-49a9,6,10
fc2d03fb,2021-09-19,abc123,d087-4117,162,103
ab9e59d9,2021-09-19,abc123,9a92-4c1a,197,10
215f220b,2021-09-19,abc123,1b5a-42bb,64,9
65f3d64a,2021-09-20,abc123,7cff-4e36,199,17
d6043cc6,2021-09-20,abc123,95a9-4b00,12,12
451fe236,2021-09-20,abc123,9d63-4fdc,173,2
d741ed38,2021-09-20,abc123,829d-4170,64,13
de13611c,2021-09-20,abc123,d473-4597,64,15
726bd87c,2021-09-20,abc123,81ad-43e4,64,2
a4ed7f19,2021-09-20,abc123,7af6-4bf6,64,7
66e462d2,2021-09-20,abc123,ca5d-45de,64,5
4f457d3a,2021-09-20,abc123,74c7-453f,199,3
8bcfee4b,2021-09-21,abc123,2a34-43da,75,4
565acf5d,2021-09-21,abc123,d08c-4840,64,103
87276acd,2021-09-21,abc123,f3f1-435b,64,7
04b1b606,2021-09-21,abc123,b4f5-4942,64,2
3b474e08,2021-09-21,abc123,a960-4bd0,64,3
7f7537b2,2021-09-22,abc123,dfcf-4a6b,105,12
812cca45,2021-09-22,abc123,4ba9-44b1,64,8
da4c11e2,2021-09-22,04d2-4dfb,abc123,1708,102
35ded48f,2021-09-26,abc123,75a4-41f9,64,20
4b0559f0,2021-09-26,abc123,da33-4d4d,64,13
0d8bbacd,2021-09-26,abc123,416d-4c08,64,10
b7f63edc,2021-09-26,abc123,4f5f-48c2,64,7
b9e8bdb9,2021-09-26,abc123,1987-4c95,12,2
3e4564f3,2021-09-26,abc123,8ad5-4e84,64,11
8320bffc,2021-09-29,abc123,9a7d-4731,178,7
ec1670e9,2021-10-01,abc123,8805-4fa8,181,2
724491cf,2021-10-01,abc123,f201-4b1c,64,102
287ae17f,2021-10-01,abc123,2452-4735,134,10
9fa80b63,2021-10-01,bec6-46ab,abc123,4050,101
b8cc7173,2021-10-01,d13b-40da,abc123,4050,102
f733cdb6,2021-10-01,abc123,c8cd-40e5,83,2
ef96ab3a,2021-10-01,abc123,3019-4640,49,9
285aad44,2021-10-01,abc123,8616-4f71,64,17
5176f7b5,2021-10-01,abc123,c1bc-48b3,64,11
677047bc,2021-10-01,abc123,05c7-4c47,277,6
61b7a13b,2021-10-01,abc123,a30b-4842,194,12
ece9331c,2021-10-01,abc123,6cad-45c4,41,7
15d61682,2021-10-01,abc123,6c28-44dc,64,10
16481615,2021-10-01,1271-41b5,abc123,180,102
ff075ef0,2021-10-01,abc123,a83a-4ff9,64,2
dc3d6f5c,2021-10-02,abc123,67d1-464a,190,10
07d84ad2,2021-10-02,abc123,925d-45ca,195,2
6d94d0e4,2021-10-02,abc123,c164-4c66,64,2
086c7c02,2021-10-02,abc123,da1a-45be,198,8
dacec542,2021-10-02,abc123,01c8-40a8,64,19
3f3e5799,2021-10-02,abc123,e407-4e36,64,10
c1845199,2021-10-02,abc123,961c-4cb0,164,4
2872ebeb,2021-10-02,abc123,ff69-4cbe,64,2
ab301d01,2021-10-02,abc123,df49-457b,2,13
93ff386f,2021-10-02,abc123,a905-4db0,193,10
63554b87,2021-10-02,abc123,5948-4ff7,64,12
9bc7e9f0,2021-10-02,abc123,a2b0-47c0,182,2
a8fe6b44,2021-10-02,abc123,3964-484f,64,12
224614b3,2021-10-02,abc123,949a-4523,125,10
6f35a28c,2021-10-02,abc123,eea3-4393,199,12
2d023f8d,2021-10-02,abc123,2b25-4e1b,200,14
f4937286,2021-10-02,abc123,e096-49fa,64,2
a1650fae,2021-10-02,abc123,a7a8-4893,95,1
860e9a2f,2021-10-02,abc123,1788-433f,64,9
7c88ecaf,2021-10-03,abc123,9c37-4540,193,9
510da154,2021-10-03,abc123,d7ab-4454,64,15
42f6b702,2021-10-03,abc123,23ee-4edc,125,13
1b185d7a,2021-10-03,9f77-467e,abc123,1770,101
5fd20ffe,2021-10-03,abc123,0fd0-45c0,158,9
b5284d03,2021-10-03,abc123,c458-4c3b,39,13
a779127f,2021-10-03,abc123,2475-48d1,140,15
3911ed8c,2021-10-03,c1ff-4fe4,abc123,152,102
f9813a8d,2021-10-03,abc123,fbd8-49bf,64,10
b0d4df32,2021-10-03,abc123,f4db-4fe7,190,2
8c1fac2b,2021-10-03,abc123,48ed-4f13,37,1
f0f49075,2021-10-04,112d-45d3,abc123,4050,103
5255cc52,2021-10-04,1f73-44c1,abc123,164,102
0d6d56d8,2021-10-04,857a-438b,abc123,770,103
921a1b92,2021-10-04,40ab-4ec9,abc123,2154,103
ca80b84d,2021-10-04,abc123,34fa-4c59,198,15
44b75444,2021-10-04,abc123,7759-4069,64,102
a7a68962,2021-10-04,abc123,0f0e-42a9,2219,101
c0e34b7e,2021-10-04,abc123,8bcf-4ff8,198,103
4ee6a443,2021-10-04,abc123,1c33-4253,2,8
c5343520,2021-10-05,abc123,1649-449a,72,12
7ee9d53b,2021-10-05,abc123,e6b7-4b4a,197,2
f34abde6,2021-10-05,abc123,cfa6-4c84,183,5
f41e3a53,2021-10-05,abc123,aedf-4992,116,4
36002aa4,2021-10-05,abc123,5a0b-4e7c,176,19
595968d0,2021-10-05,abc123,0acb-401c,146,2
b1321677,2021-10-05,abc123,7418-4c97,64,5
7c45c841,2021-10-05,abc123,f0fa-4327,959,8
c37ab898,2021-10-05,abc123,4e32-4684,194,12
910dc9bd,2021-10-07,abc123,1904-499b,64,6
eb555a66,2021-10-07,abc123,dd42-4db0,64,2
8d1bfeba,2021-10-07,abc123,7e5a-40d5,186,3
c0485219,2021-10-07,abc123,4978-46ff,192,16
872e7246,2021-10-07,abc123,0214-430f,64,2
86d15980,2021-10-08,abc123,11fc-4453,46,9
96918b50,2021-10-08,abc123,32e6-4d0e,183,10
91142cf3,2021-10-08,abc123,4238-47e3,182,17
7d6b1672,2021-10-08,abc123,a485-415c,1456,103
1aeba3b5,2021-10-08,abc123,e58b-4512,200,2
ce9c1fc7,2021-10-09,abc123,7398-4b62,64,14
c405fda6,2021-10-10,abc123,6e2c-4f2d,64,2
43829ff0,2021-10-10,abc123,7ca5-47d2,1444,16
9a21895f,2021-10-10,abc123,40f5-467e,47,13
dc446ae1,2021-10-10,abc123,20f9-40a4,163,13
d15126e8,2021-10-12,abc123,574c-4220,64,2
630ca959,2021-10-12,abc123,2322-4f05,64,10
a9ce14d0,2021-10-12,1f5b-4541,abc123,972,101
a2ae0833,2021-10-12,abc123,d9f3-406f,170,20
568340a7,2021-10-12,abc123,7393-495c,81,8
ab221777,2021-10-12,abc123,5f38-4f11,64,9
a7d83678,2021-10-12,abc123,2e57-4bfd,64,2
eccc0ff2,2021-10-12,abc123,93be-447a,64,2
bc6a6a05,2021-10-12,e97d-409b,abc123,2007,101
e571beeb,2021-10-12,abc123,5f52-4a3d,147,7
e2f46249,2021-10-12,524a-486e,abc123,496,103
b697819a,2021-10-12,abc123,fe47-43d5,64,2
1d2e2dd8,2021-10-12,a43c-4c05,abc123,3238,101
90f2dfdb,2021-10-12,abc123,3976-49bb,695,13
85afed76,2021-10-12,abc123,6a79-4cb6,64,12
ca08800e,2021-10-12,abc123,ce04-4a8b,9,10
53de67e4,2021-10-12,abc123,b14e-4ef6,64,15
8651896b,2021-10-12,f19c-4c6d,abc123,2010,101
7416e013,2021-10-12,abc123,5307-4af6,2,7
5c008916,2021-10-13,b563-49f6,abc123,2805,103
83600005,2021-10-13,abc123,5078-4c96,198,5
f9da5afd,2021-10-13,abc123,c178-430e,178,10
73a2b1b0,2021-10-13,abc123,93b7-4602,64,16
e58c1b2f,2021-10-13,9271-4bde,abc123,1550,101
c79411f8,2021-10-13,1ec3-4fb8,abc123,3232,101
4ba09f0e,2021-10-14,abc123,ebd1-408d,199,1
a8180669,2021-10-14,3785-42c6,abc123,686,101
ed1a5e23,2021-10-14,abc123,2dce-48f9,64,101
6cc1e526,2021-10-14,26d6-4308,abc123,794,101
7d51d20b,2021-10-14,abc123,8ff8-41b8,116,12
2e73dc04,2021-10-14,75a1-4365,abc123,869,102
1ef35da6,2021-10-14,abc123,cca1-4112,64,20
00e1675f,2021-10-14,abc123,7f18-4d15,64,11
53b6616d,2021-10-14,abc123,cb82-45d9,64,10
d2ae7d36,2021-10-14,abc123,0950-42a1,64,11
8c051e66,2021-10-14,abc123,4f2c-415b,185,9
fd6e8c47,2021-10-18,abc123,c032-4161,192,14
fb518835,2021-10-18,abc123,66b8-4d4e,195,2
dbfc36e5,2021-10-18,abc123,0339-403d,64,9
a2c11326,2021-10-19,abc123,01f6-4913,64,7
a01fb2b3,2021-10-19,0522-4d72,abc123,975,101
63267b84,2021-10-19,abc123,8907-44b2,64,101
3d27e9e1,2021-10-19,c031-4852,abc123,3093,101
579e3c8e,2021-10-19,abc123,372f-400e,200,14
a25d1197,2021-10-19,a9a1-47e7,abc123,3361,102
0484f1c8,2021-10-19,abc123,7517-4561,154,12
b87f9a31,2021-10-19,abc123,56dd-4c95,64,10
231d6202,2021-10-19,abc123,36bf-4cab,152,2
b49f90fa,2021-10-19,abc123,3b2d-4109,171,2
fa2025c2,2021-10-19,abc123,5abf-48b9,64,2
50bb9387,2021-10-19,9c72-4c29,abc123,2123,101
7a774124,2021-10-19,abc123,e698-473f,195,1
5eed5a39,2021-10-19,abc123,cee7-4837,192,2
5a4a8b90,2021-10-19,abc123,01d8-4ea2,64,4
